"priority_tier","festival_slug","festival_name","destination_name","state","month_name","approximate_date","full_prompt","negative_prompt","reference_image_url","aspect_ratio","duration_seconds","save_as","status"
"C","podi-barbi-festival","Podi-Barbi Festival","Mechuka","arunachal pradesh","December","December 5","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: deep cloud forest, mist-shrouded valleys, river gorges establishing wide shot — no figures, no signage with text. Location: Mechuka, arunachal pradesh, India (the host destination of the Podi-Barbi Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour. Atmosphere: deep winter in the hills — snow on ridges, frozen streams, low sun raking the slope. Colour palette: icy blue + warm tungsten pinpoints. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: December.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/mechuka.jpg","16:9","6","podi-barbi-festival.mp4","pending"
"C","poila-boishakh-bengali-new-year","Poila Boishakh (Bengali New Year)","Kolkata","west bengal","April","April 14-15","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Hooghly riverbank colonial-era architecture (exterior), ferry wake, no figures establishing wide shot — no figures, no signage with text. Location: Kolkata, west bengal, India (the host destination of the Poila Boishakh (Bengali New Year) festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: pre-monsoon heat, light softening at dusk, dramatic cloud build-up. Colour palette: saturated warm orange. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: April.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kolkata.jpg","16:9","6","poila-boishakh-bengali-new-year.mp4","pending"
"C","poush-mela","Poush Mela","Shantiniketan","west bengal","December","December (7th day of Poush month; typically Dec 21-24)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Bengal delta, mangrove waterways, jute-field horizons establishing wide shot — no figures, no signage with text. Location: Shantiniketan, west bengal, India (the host destination of the Poush Mela festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour + lantern light. Atmosphere: deep winter — frost, low mist, blue hour dominance. Colour palette: deep blue + amber pinpoints. Shot type: low ground-level tracking through the foreground. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: December.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/shantiniketan.jpg","16:9","6","poush-mela.mp4","pending"
"C","prashar-mela-parashar-fair","Prashar Mela (Parashar Fair)","Prashar Lake","himachal pradesh","June","June 13-15","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Himalayan ridges, deodar slopes, prayer-flag-empty (no flags) ridgelines establishing wide shot — no figures, no signage with text. Location: Prashar Lake, himachal pradesh, India (the host destination of the Prashar Mela (Parashar Fair) festival — do NOT render the festival itself, only the place at this time of year). Time of day: early morning. Atmosphere: alpine spring — clear cold air, snow-melt streams, distant high-altitude peaks. Colour palette: snow-white + emerald + cobalt sky. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: June.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/prashar-lake.jpg","16:9","6","prashar-mela-parashar-fair.mp4","pending"
"C","raas-mahotsav","Raas Mahotsav","Majuli","assam","November","November (Kartik Purnima)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Brahmaputra river plains, tea-garden geometry, low mist establishing wide shot — no figures, no signage with text. Location: Majuli, assam, India (the host destination of the Raas Mahotsav festival — do NOT render the festival itself, only the place at this time of year). Time of day: early morning. Atmosphere: early winter — crystalline cold light, cool blue mornings. Colour palette: icy cyan + warm low sun. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: November.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/majuli.jpg","16:9","6","raas-mahotsav.mp4","pending"
"C","ram-navami","Ram Navami","Shirdi","maharashtra","March","","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Shirdi, maharashtra, India (the host destination of the Ram Navami festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/shirdi.jpg","16:9","6","ram-navami.mp4","pending"
"C","reh-festival","Reh Festival","Anini","arunachal pradesh","February","February 1–3","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: deep cloud forest, mist-shrouded valleys, river gorges establishing wide shot — no figures, no signage with text. Location: Anini, arunachal pradesh, India (the host destination of the Reh Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour. Atmosphere: deep winter in the hills — snow on ridges, frozen streams, low sun raking the slope. Colour palette: icy blue + warm tungsten pinpoints. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/anini.jpg","16:9","6","reh-festival.mp4","pending"
"C","samayapuram-mariamman-brahmotsavam","Samayapuram Mariamman Brahmotsavam","Trichy (Tiruchirappalli)","tamil nadu","May","May-June (Tamil month Vaikasi)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Coromandel coast, granite temple towers (exterior only), dry scrub establishing wide shot — no figures, no signage with text. Location: Trichy (Tiruchirappalli), tamil nadu, India (the host destination of the Samayapuram Mariamman Brahmotsavam festival — do NOT render the festival itself, only the place at this time of year). Time of day: post-sunset twilight. Atmosphere: summer haze, heat shimmer over dry ground, warm tungsten dusk. Colour palette: burnt orange + deep blue. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: May.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/trichy.jpg","16:9","6","samayapuram-mariamman-brahmotsavam.mp4","pending"
"C","sammed-shikhar-festival","Sammed Shikhar Festival","Shikharji","jharkhand","","October–November (lunar, varies)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Chotanagpur plateau, sal forest, tribal-belt landscapes (empty) establishing wide shot — no figures, no signage with text. Location: Shikharji, jharkhand, India (the host destination of the Sammed Shikhar Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: overcast midday. Atmosphere: early monsoon — cumulus clouds, intermittent rain breaks, fresh greens. Colour palette: cool grey-green + saturated blue. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: .","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/shikharji.jpg","16:9","6","sammed-shikhar-festival.mp4","pending"
"C","sani-peyarchi-saturn-transit-festival","Sani Peyarchi (Saturn Transit Festival)","Karaikal","puducherry","","Every 2.5 years (variable; 2026 = March 6)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: French-quarter colonnades, Bay-of-Bengal shoreline establishing wide shot — no figures, no signage with text. Location: Karaikal, puducherry, India (the host destination of the Sani Peyarchi (Saturn Transit Festival) festival — do NOT render the festival itself, only the place at this time of year). Time of day: overcast midday. Atmosphere: early monsoon — cumulus clouds, intermittent rain breaks, fresh greens. Colour palette: cool grey-green + saturated blue. Shot type: static establishing with subtle parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: .","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/karaikal.jpg","16:9","6","sani-peyarchi-saturn-transit-festival.mp4","pending"
"C","sao-joao-festival-so-joo-assagao","Sao Joao Festival (São João)","Assagao","goa","June","June 23-24","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Konkan coast, laterite cliffs, palm-fringed beach establishing wide shot — no figures, no signage with text. Location: Assagao, goa, India (the host destination of the Sao Joao Festival (São João) festival — do NOT render the festival itself, only the place at this time of year). Time of day: overcast midday. Atmosphere: early monsoon — cumulus clouds, intermittent rain breaks, fresh greens. Colour palette: cool grey-green + saturated blue. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: June.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/assagao.jpg","16:9","6","sao-joao-festival-so-joo-assagao.mp4","pending"
"C","sao-joao-festival-so-joo-siolim","Sao Joao Festival (São João)","Siolim","goa","June","June 23-24 (June 24 in Siolim)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Konkan coast, laterite cliffs, palm-fringed beach establishing wide shot — no figures, no signage with text. Location: Siolim, goa, India (the host destination of the Sao Joao Festival (São João) festival — do NOT render the festival itself, only the place at this time of year). Time of day: overcast midday. Atmosphere: early monsoon — cumulus clouds, intermittent rain breaks, fresh greens. Colour palette: cool grey-green + saturated blue. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: June.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/siolim.jpg","16:9","6","sao-joao-festival-so-joo-siolim.mp4","pending"
"C","saputara-monsoon-festival","Saputara Monsoon Festival","Saputara","gujarat","July","July-August","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: salt flats, Arabian Sea coast, white limestone establishing wide shot — no figures, no signage with text. Location: Saputara, gujarat, India (the host destination of the Saputara Monsoon Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: post-rain twilight. Atmosphere: deep monsoon — saturated greens, wet roads reflecting light, low cloud. Colour palette: deep emerald + slate. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: July.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/saputara.jpg","16:9","6","saputara-monsoon-festival.mp4","pending"
"C","sarhul","Sarhul","Ranchi","jharkhand","March","March–April (Chaitra Shukla Paksha, 3rd day to Purnima)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Chotanagpur plateau, sal forest, tribal-belt landscapes (empty) establishing wide shot — no figures, no signage with text. Location: Ranchi, jharkhand, India (the host destination of the Sarhul festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ranchi.jpg","16:9","6","sarhul.mp4","pending"
"C","sekrenyi-khonoma","Sekrenyi","Khonoma","nagaland","February","February 25","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: hill villages on ridges, terraced fields, fog drifts establishing wide shot — no figures, no signage with text. Location: Khonoma, nagaland, India (the host destination of the Sekrenyi festival — do NOT render the festival itself, only the place at this time of year). Time of day: early golden hour. Atmosphere: late-winter clarity, crisp light, dry air. Colour palette: warm amber + cold shadow. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/khonoma.jpg","16:9","6","sekrenyi-khonoma.mp4","pending"
"C","sekrenyi-kohima","Sekrenyi","Kohima","nagaland","February","Feb 25 (Angami calendar)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: hill villages on ridges, terraced fields, fog drifts establishing wide shot — no figures, no signage with text. Location: Kohima, nagaland, India (the host destination of the Sekrenyi festival — do NOT render the festival itself, only the place at this time of year). Time of day: early golden hour. Atmosphere: late-winter clarity, crisp light, dry air. Colour palette: warm amber + cold shadow. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kohima.jpg","16:9","6","sekrenyi-kohima.mp4","pending"
"C","sharad-purnima-festival","Sharad Purnima Festival","Dakor","gujarat","October","October (Sharad Purnima full moon, typically mid-October)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: salt flats, Arabian Sea coast, white limestone establishing wide shot — no figures, no signage with text. Location: Dakor, gujarat, India (the host destination of the Sharad Purnima Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: autumn warmth, returning dust, soft sunset glow. Colour palette: warm gold + violet sky. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: October.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/dakor.jpg","16:9","6","sharad-purnima-festival.mp4","pending"
"C","shigmo-shigmotsav-margao","Shigmo (Shigmotsav)","Margao","goa","March","March 5-18 (March 14 in Margao)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Konkan coast, laterite cliffs, palm-fringed beach establishing wide shot — no figures, no signage with text. Location: Margao, goa, India (the host destination of the Shigmo (Shigmotsav) festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/margao.jpg","16:9","6","shigmo-shigmotsav-margao.mp4","pending"
"C","shigmo-shigmotsav-ponda-spice","Shigmo (Shigmotsav)","Spice Plantations (Ponda)","goa","March","March 5-18 (March 5 in Ponda)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Konkan coast, laterite cliffs, palm-fringed beach establishing wide shot — no figures, no signage with text. Location: Spice Plantations (Ponda), goa, India (the host destination of the Shigmo (Shigmotsav) festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ponda-spice.jpg","16:9","6","shigmo-shigmotsav-ponda-spice.mp4","pending"
"C","shirui-lily-festival","Shirui Lily Festival","Ukhrul","manipur","May","Last week of May through second week of June","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Loktak floating phumdis, valley mist, distant ridges establishing wide shot — no figures, no signage with text. Location: Ukhrul, manipur, India (the host destination of the Shirui Lily Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: early morning. Atmosphere: alpine spring — clear cold air, snow-melt streams, distant high-altitude peaks. Colour palette: snow-white + emerald + cobalt sky. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: May.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ukhrul.jpg","16:9","6","shirui-lily-festival.mp4","pending"
"C","shivratri-tribal-dance-mela","Shivratri Tribal Dance Mela","Maredumilli","andhra pradesh","February","February (Maha Shivaratri)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: ancient stone amphitheater steps, distant lights, no performers in frame. Location: Maredumilli, andhra pradesh, India (the host destination of the Shivratri Tribal Dance Mela festival — do NOT render the festival itself, only the place at this time of year). Time of day: early golden hour. Atmosphere: late-winter clarity, crisp light, dry air. Colour palette: warm amber + cold shadow. Shot type: static establishing with subtle parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/maredumilli.jpg","16:9","6","shivratri-tribal-dance-mela.mp4","pending"
"C","shrikhand-mahadev-yatra","Shrikhand Mahadev Yatra","Shrikhand Mahadev","himachal pradesh","July","July 11 - August (15-20 day window)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: long mountain road or trail receding into distance, no pilgrims visible. Location: Shrikhand Mahadev, himachal pradesh, India (the host destination of the Shrikhand Mahadev Yatra festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon shaft-light. Atmosphere: monsoon in the hills — mist drifts through deodar forest, sun shafts breaking cloud, wet stone glistens. Colour palette: saturated emerald + silver mist. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: July.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/shrikhand-mahadev.jpg","16:9","6","shrikhand-mahadev-yatra.mp4","pending"
"C","sirpur-mahotsav-national-dance-and-music-festival","Sirpur Mahotsav (National Dance and Music Festival)","Sirpur","chhattisgarh","February","February 1–3 (aligns with Maghi Purnima)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: ancient stone amphitheater steps, distant lights, no performers in frame. Location: Sirpur, chhattisgarh, India (the host destination of the Sirpur Mahotsav (National Dance and Music Festival) festival — do NOT render the festival itself, only the place at this time of year). Time of day: early golden hour. Atmosphere: late-winter clarity, crisp light, dry air. Colour palette: warm amber + cold shadow. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/sirpur.jpg","16:9","6","sirpur-mahotsav-national-dance-and-music-festival.mp4","pending"
"C","skanda-sashti-pazhamudircholai","Skanda Sashti","Pazhamudircholai","tamil nadu","October","October/November (6-day festival)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Coromandel coast, granite temple towers (exterior only), dry scrub establishing wide shot — no figures, no signage with text. Location: Pazhamudircholai, tamil nadu, India (the host destination of the Skanda Sashti festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: autumn warmth, returning dust, soft sunset glow. Colour palette: warm gold + violet sky. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: October.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/pazhamudircholai.jpg","16:9","6","skanda-sashti-pazhamudircholai.mp4","pending"
